Startup_Name,Industry,Initial_Funding_USD,Founder_Experience_Years,Team_Size,Target_Market_Size,Revenue_Model,Marketing_Spend_USD,Innovation_Index,Investor_Interest_Score,Success
Burns-Anderson,RealEstate,4607943.609162177,11,50,5,One-time Purchase,64506,0.71,0.1,1
Gaines-Houston,Travel,4786493.702527246,4,32,5,Advertising,88572,0.99,0.29,1
"Underwood, Johnson and Mcknight",HealthTech,253532.79242413084,15,13,1,Subscription,25626,0.22,0.7,0
"Stein, Wise and Carroll",Gaming,93112.42158575058,5,35,4,Advertising,15923,0.24,0.14,0
Velez-Williams,FoodTech,233413.23326852673,14,32,1,Freemium,47225,0.1,0.7,0
Richards-Davis,Gaming,2369505.6159329833,5,37,1,Subscription,168048,0.32,1.0,0
"Abbott, Smith and Davis",Travel,227363.22740389258,12,45,2,One-time Purchase,97360,0.96,0.73,1
Schwartz-Henry,EdTech,511205.9826243681,12,47,4,Commission,14448,0.28,0.83,1
"Rodriguez, Thompson and Craig",HealthTech,261908.04943330126,3,15,2,Subscription,111653,0.65,0.92,0
"Dawson, Scott and Torres",HealthTech,204916.74861256336,0,50,2,Advertising,11098,0.77,0.72,0
Jones-Rose,Travel,924887.6892056767,11,35,2,Subscription,59966,0.32,0.68,0
Yang-Sawyer,RealEstate,1180967.2646109767,1,25,5,Commission,156420,0.27,0.32,0
"Santiago, Lee and Shepard",AI/ML,48010.478918747016,14,5,2,Advertising,18513,0.2,0.21,0
"Stanley, Johnson and Herman",RealEstate,1647210.7464405252,13,5,5,Freemium,41060,0.49,0.74,1
"Rubio, Thomas and Sanchez",AI/ML,4091053.6693873894,7,17,5,Advertising,30169,0.31,0.53,1
Horn Ltd,RealEstate,207354.450066985,1,49,4,Subscription,14889,0.38,0.35,0
Becker-Baker,FinTech,586306.8753474451,0,41,3,Commission,69504,0.14,0.67,0
Harrison Ltd,FinTech,46246.513963975965,2,3,1,Subscription,106581,0.58,0.7,0
Moore-Shelton,FinTech,1178961.1484037437,15,19,3,Subscription,194634,0.34,0.48,1
Mayer Group,Travel,119591.72824381925,11,47,3,Freemium,71447,0.55,0.3,0
"Mcdonald, Nelson and Martin",RealEstate,2380528.529467893,4,26,4,Subscription,184816,0.57,0.39,0
Walker Ltd,Gaming,5712413.858402243,12,43,1,Subscription,160190,0.43,0.14,1
Smith and Sons,AI/ML,5936586.367760194,6,23,2,Subscription,87355,0.61,0.23,1
"Moore, Haynes and White",EdTech,1850930.0752489483,6,13,2,Commission,32442,0.24,0.31,0
Medina PLC,Gaming,865416.5175181581,12,7,2,Advertising,148753,0.94,0.9,1
Mcdonald PLC,AI/ML,84917.44467071105,13,6,3,Freemium,169719,0.67,0.72,1
Patterson and Sons,AI/ML,41933.04830758117,11,23,1,Commission,21755,0.99,0.8,1
Smith-James,RealEstate,4267512.6480890345,12,46,5,Commission,66641,0.66,0.88,1
"Waters, Buchanan and White",AI/ML,1012962.6682940058,7,49,5,Commission,178759,0.8,0.53,1
Palmer Inc,FinTech,810607.6171306098,12,20,1,Commission,139989,0.35,0.66,0
"Walters, Hodges and Lewis",Gaming,110159.4488190663,8,15,5,Subscription,86797,0.23,0.44,0
Fisher-Villarreal,HealthTech,55996.75095918262,15,30,3,Freemium,170817,0.34,0.32,0
"Myers, Wise and Taylor",Gaming,89312.86012048782,3,3,1,Advertising,115419,0.55,0.7,0
Brown-Chavez,FinTech,421467.4447648596,9,36,2,Freemium,156526,0.49,0.51,0
Velasquez Ltd,FinTech,431298.3839165273,8,23,1,One-time Purchase,95446,0.65,0.28,0
Weber Inc,HealthTech,59945.56082909859,13,6,4,One-time Purchase,54129,0.55,0.41,1
Baldwin-Wade,Travel,51673.609332312895,11,36,4,Freemium,87013,0.16,0.34,0
"Flores, Zavala and Ingram",HealthTech,429519.6308710881,10,32,4,Freemium,197900,0.79,0.86,1
Bond-French,E-commerce,974743.2409197374,10,35,4,Freemium,113564,0.66,0.43,1
"Bond, Williams and Lewis",Gaming,284117.4703841798,9,20,3,Advertising,113215,0.25,0.44,0
Lee-Beck,EdTech,427779.6624820654,13,41,5,Commission,64852,0.64,0.85,1
Phillips-Richards,FinTech,98551.27685049099,5,46,5,One-time Purchase,97204,0.33,0.42,0
Fernandez-Rodriguez,RealEstate,99698.58072065534,10,5,1,Advertising,102557,0.86,0.26,0
Davis Inc,AI/ML,516046.1695152009,12,7,5,Advertising,27299,0.2,0.15,0
"Golden, Richardson and Hester",HealthTech,57344.11915491965,6,39,1,Freemium,164095,0.42,0.71,0
Davis-Sawyer,AI/ML,58043.07726862466,1,16,5,Subscription,40413,0.59,0.74,0
"Mccarthy, Estrada and Johnson",FoodTech,101892.21243479579,2,8,4,Advertising,66629,0.66,0.41,0
Perez-Campbell,HealthTech,88832.50488957077,14,9,5,Commission,170527,0.45,0.29,0
Scott-Stephens,E-commerce,53250.58453170642,13,35,5,Commission,12771,0.53,0.15,0
"Moss, Reeves and Romero",FoodTech,48340.79004835407,3,48,3,Advertising,90447,0.93,0.22,0
Dodson PLC,RealEstate,557588.8167018685,7,45,3,Commission,155618,0.18,0.79,0
Jenkins-Baker,FinTech,1144519.8410903334,14,31,3,Commission,115546,0.97,0.6,1
"Jones, Smith and Acosta",Gaming,2101696.9141477034,8,34,1,Advertising,36116,0.55,0.92,1
"Lopez, Trujillo and Williams",Travel,48700.29657012564,6,13,3,Subscription,114675,0.67,0.31,0
Powers-Burns,E-commerce,1104510.604583222,7,19,1,Commission,9848,0.32,0.52,0
Munoz-Martinez,Travel,587287.9423289698,3,40,4,Commission,66195,0.18,0.71,0
"Dalton, Taylor and Whitaker",FoodTech,424234.35230598727,9,31,1,Advertising,152565,0.34,0.69,0
Jacobs-Austin,Travel,217014.50775022196,11,43,5,Commission,183550,0.2,0.53,0
Mann Group,Gaming,91955.56933881901,10,49,1,Advertising,15182,0.91,0.23,0
"Johnson, Cook and Shelton",Travel,479908.8309907139,10,29,4,Freemium,126927,0.73,0.86,1
Gregory PLC,EdTech,116851.94290457519,4,21,1,Freemium,60145,0.95,0.86,1
"Powell, Wall and Logan",Gaming,107640.15996684578,1,32,1,Advertising,103828,0.27,0.53,0
Wood and Sons,Gaming,249588.5942447991,14,19,1,Commission,95177,0.98,0.64,1
"Gutierrez, Reid and Harris",RealEstate,5764116.2052748995,6,48,4,Freemium,145319,0.28,0.86,1
Davis-Young,E-commerce,5293258.416428818,7,35,3,Commission,83533,0.33,0.29,1
"Davis, Jimenez and Ruiz",FinTech,96434.8700282763,12,34,3,One-time Purchase,19942,0.64,0.64,1
Cox-Larsen,Gaming,531422.301737685,11,50,3,Subscription,183907,0.42,0.75,1
Andrews-Little,FinTech,2303596.811397031,3,33,4,One-time Purchase,168747,0.86,0.31,1
"Lopez, Ritter and Keller",HealthTech,289197.38477696176,10,36,3,Advertising,33409,1.0,0.29,1
Christian and Sons,AI/ML,919233.7901232258,8,42,5,Subscription,190564,0.6,0.51,1
"Berg, Mack and Sutton",Travel,263260.8008427,8,34,5,Subscription,135724,0.95,0.29,1
"Conway, Cross and Mays",AI/ML,92391.96199578412,11,20,1,One-time Purchase,160081,0.24,0.23,0
Cooley-Pacheco,AI/ML,469449.2392221745,11,49,4,Subscription,101512,0.88,0.7,1
"Bradley, Rasmussen and Williams",Gaming,87832.40627382482,2,39,1,Subscription,42015,0.54,0.87,0
Phillips Ltd,AI/ML,449987.33241172106,2,31,2,One-time Purchase,36140,1.0,0.96,1
"Robertson, Burns and Sampson",FinTech,477639.43988947204,14,2,2,Commission,169977,0.48,0.89,1
"Maldonado, Stewart and Chavez",Travel,1622861.0358045187,15,20,3,Advertising,10882,1.0,0.95,1
Brown Group,FoodTech,524440.7636669353,10,5,2,Commission,192324,0.88,0.36,1
Adams-King,FinTech,112750.23548152795,5,30,4,Advertising,96583,0.17,0.57,0
"Welch, Travis and Rodriguez",E-commerce,1177361.2934331791,9,6,4,Advertising,156942,0.72,0.34,1
Davis-Ellis,FinTech,960830.1976065981,11,40,2,Subscription,65286,0.81,0.24,1
King Inc,FinTech,254178.43410466422,5,35,2,Subscription,108588,0.52,0.95,0
Horn-Potter,EdTech,1122774.3081051554,7,33,5,Subscription,199907,0.44,0.66,1
"Brooks, Fowler and Hansen",AI/ML,4412383.889790843,0,2,3,Commission,32214,0.12,0.49,0
"Morris, Jones and Thomas",FinTech,55773.03483726683,1,9,3,Advertising,149352,0.58,0.12,0
Payne-Parker,EdTech,49708.802643139315,4,24,5,One-time Purchase,122663,0.97,0.95,1
"Holland, Warren and Patrick",FoodTech,291335.0826428612,11,12,2,Subscription,136994,0.55,0.41,0
"Williams, Moore and Harvey",RealEstate,223163.96426942656,6,50,2,One-time Purchase,155611,0.98,0.61,1
"Scott, Kline and Bailey",RealEstate,57854.40845504419,7,24,3,Commission,7892,0.3,0.31,0
"Nelson, Noble and Lee",Gaming,430774.8054031738,13,26,2,Advertising,163058,0.55,0.64,1
"Anderson, Cordova and Klein",FoodTech,53238.23478583118,1,32,4,Subscription,88020,0.95,0.33,0
"Sanchez, Gutierrez and Foster",HealthTech,593019.2384214404,10,11,4,Subscription,69756,0.44,0.37,0
Johnson Inc,RealEstate,2290295.6264745058,9,23,4,Commission,151747,0.78,0.33,1
Henson and Sons,FoodTech,45026.49151614113,7,10,4,Subscription,72537,0.53,0.92,1
Lyons-Roberts,FinTech,5185910.394359139,1,4,4,Freemium,170189,0.23,0.78,1
Dean and Sons,EdTech,51478.54639799505,15,28,3,Advertising,150744,0.77,0.19,1
Cochran Inc,RealEstate,291480.4439397336,10,45,2,Advertising,90965,0.37,0.6,0
Schwartz Inc,E-commerce,1652596.0027688048,2,49,1,Freemium,141232,0.5,0.52,0
Kirby-Watts,RealEstate,2018521.0328552255,3,3,5,One-time Purchase,86012,0.45,0.81,1
Nguyen-Warren,RealEstate,247882.5761127152,2,14,3,Advertising,21166,0.26,0.12,0
"Miller, Cruz and Patel",E-commerce,459013.21264984645,5,9,3,Advertising,180195,0.56,0.43,0
"Johnson, Benson and Nelson",FoodTech,49805.904688531366,6,7,4,Commission,139292,0.3,0.58,0
"Tucker, Gonzalez and Mccann",RealEstate,1143797.1455258883,14,3,5,Subscription,92641,0.82,0.8,1
Ramirez LLC,Travel,592144.8159166562,0,15,3,Commission,43546,0.84,0.72,0
"Novak, Hernandez and Greer",FoodTech,267110.7171539856,10,46,3,Commission,124819,0.17,0.11,0
"Wallace, Nunez and Edwards",AI/ML,400308.9549697275,2,39,5,Commission,124959,0.96,1.0,1
White-Bell,HealthTech,875610.4377871073,2,40,4,Subscription,116171,0.94,0.59,1
Thompson-Higgins,RealEstate,1052208.1117356797,4,38,5,Advertising,38748,0.87,0.79,1
Chapman-Baxter,Gaming,104600.54848996214,4,2,2,Subscription,54938,0.88,0.37,0
"Garrison, Thomas and Raymond",FinTech,1093507.7055682843,6,14,1,Subscription,151681,0.33,0.5,0
"Ewing, Calderon and Castro",EdTech,2117678.2440458154,3,10,2,Subscription,18947,0.53,0.19,0
"Trujillo, Becker and Anderson",AI/ML,417798.83694065124,9,20,3,Freemium,6119,0.63,0.98,1
Shields Ltd,RealEstate,503837.18036247307,1,21,1,Subscription,189806,0.41,0.14,0
Powers Inc,RealEstate,5216841.675153914,6,10,3,Freemium,64786,0.58,0.97,1
Ray-Lewis,FoodTech,537511.2019133175,5,20,3,Freemium,142926,0.97,0.65,1
Wood Ltd,AI/ML,2290399.616360761,2,5,5,Freemium,154933,0.9,0.58,1
Salazar LLC,FoodTech,51332.468836759836,10,16,3,Subscription,125247,0.49,0.38,0
Ward LLC,RealEstate,841423.5556313696,12,7,2,Subscription,88672,0.67,0.45,1
Lewis-Garza,RealEstate,553785.3850396288,13,31,2,Subscription,78708,0.34,0.66,0
"Peters, Shepherd and Cook",Gaming,421526.36083461886,4,48,5,One-time Purchase,64681,0.85,0.72,1
Kelly Inc,Gaming,5520597.287225508,4,22,3,Freemium,18951,0.16,0.71,1
Taylor and Sons,AI/ML,2183978.9719050485,0,42,4,One-time Purchase,187561,0.13,0.66,0
"Smith, Gonzalez and Henderson",AI/ML,234682.66346154863,6,17,2,One-time Purchase,114459,0.36,0.98,0
Price Ltd,HealthTech,1021046.034827689,15,32,4,Commission,169692,0.43,0.4,1
"Waller, Cruz and Boyd",FoodTech,53870.217183247725,14,48,1,Freemium,16158,0.72,0.24,0
"Jones, Baker and Campbell",HealthTech,106558.18175206264,12,48,2,Subscription,107065,0.99,0.21,1
"Smith, Hicks and Gilbert",FoodTech,281269.078325901,2,21,3,Commission,99536,0.21,0.86,0
"Johnston, Harper and Evans",E-commerce,230254.94795129268,12,2,4,One-time Purchase,49021,0.66,0.56,1
"Kidd, Gates and Brown",EdTech,266095.55749285733,7,14,4,Advertising,158994,0.47,0.92,1
Fitzgerald-Deleon,FoodTech,414564.9515938581,2,43,5,Advertising,112474,0.58,0.65,0
Martinez-Higgins,HealthTech,492203.88622959366,1,32,5,Subscription,128113,0.87,0.9,1
Garner Inc,HealthTech,2337354.028170686,9,8,5,One-time Purchase,66461,0.21,0.33,0
Thomas-Fitzpatrick,FoodTech,4235941.920336661,2,22,3,Advertising,71837,0.22,0.89,1
"Mccarthy, Mcknight and Thomas",EdTech,5783642.548193485,3,21,2,Subscription,57219,0.76,0.32,1
Hurst-Schwartz,HealthTech,116439.61331302635,9,20,5,Subscription,14522,0.69,0.15,0
Lewis Group,E-commerce,1116543.3898687554,7,49,1,One-time Purchase,97873,0.34,0.28,0
"Jones, Roach and Dawson",AI/ML,1769855.9849989668,15,29,5,Advertising,121789,0.88,0.83,1
Fowler and Sons,FinTech,5627729.160157467,10,49,5,Freemium,35252,0.67,0.45,1
"Long, Wright and Keith",Gaming,565645.1109553999,8,25,1,Advertising,95104,0.74,0.47,0
Nguyen Ltd,EdTech,59036.55962711891,7,15,4,Subscription,124513,0.37,0.74,0
Mcmahon-Lewis,HealthTech,1086571.888185976,1,21,4,Freemium,81484,0.53,0.48,0
"Schmidt, Hammond and Conley",Travel,205654.0109045051,2,15,3,Commission,27378,0.82,0.12,0
Anderson-Wood,Gaming,2360985.006196385,2,50,1,One-time Purchase,111190,0.93,0.43,1
Fox-Flores,AI/ML,1163528.9879416672,5,47,3,Freemium,41826,0.37,0.27,0
Yoder-Sweeney,HealthTech,231656.03387944162,5,25,1,One-time Purchase,171313,0.49,0.5,0
Alexander Inc,Gaming,1814045.8267364982,0,4,3,Freemium,190407,0.12,0.66,0
Clarke PLC,AI/ML,1022546.7608539405,5,40,5,Advertising,193973,0.5,0.86,1
Richardson-Stephens,EdTech,4393562.574287451,15,5,5,Commission,189529,0.68,1.0,1
Wang-Allen,Travel,877269.4330885272,14,47,1,Subscription,74574,0.99,0.69,1
"Hogan, Buck and Boyd",Gaming,48203.287658896195,12,40,1,Subscription,92616,0.43,0.36,0
Jones-Garcia,HealthTech,95461.80777830596,10,9,1,Advertising,128276,0.17,0.79,0
"Green, Boyer and Washington",RealEstate,536397.5667817406,14,46,5,Freemium,161763,0.54,0.47,1
Thompson-Chavez,RealEstate,248033.7459795809,0,50,5,Advertising,154882,0.29,0.96,0
Scott-Fuller,E-commerce,1169785.7953269125,9,33,5,Advertising,102953,0.68,0.21,1
Suarez-Lewis,EdTech,999428.1691124083,14,24,5,Subscription,54982,0.63,0.17,1
Moyer and Sons,AI/ML,407962.40380711516,3,43,4,One-time Purchase,47358,0.65,0.67,0
George-Henry,EdTech,1107188.9451143963,1,41,1,Commission,88869,0.5,0.53,0
Miles Group,AI/ML,1773713.7655458748,9,24,5,Subscription,185123,0.19,0.75,0
"Weiss, Collins and Sellers",E-commerce,5306322.084917655,10,7,4,Freemium,151933,0.35,0.46,1
Miranda and Sons,Gaming,993975.7148375148,12,41,3,Subscription,174671,0.3,0.98,1
White LLC,E-commerce,1716440.784319363,12,32,3,Advertising,143593,0.84,0.99,1
Lynch and Sons,FoodTech,1857778.5872203095,5,5,1,One-time Purchase,127469,0.55,0.41,0
Jackson Group,FinTech,58729.070910952854,8,7,4,One-time Purchase,24657,0.5,0.53,0
"Allen, Knox and Shepard",Travel,2224684.9534235545,2,20,3,Subscription,48612,0.29,0.38,0
Potts Ltd,FinTech,476934.24924859684,10,43,1,Advertising,52220,0.5,0.32,0
Young PLC,Gaming,252877.9621939225,12,41,4,Advertising,6560,0.33,0.74,0
White LLC,FinTech,846394.6872743532,2,46,3,Subscription,62827,0.31,0.82,0
"Wood, Jordan and Huffman",Gaming,220795.08975985541,10,32,4,One-time Purchase,26341,0.26,0.53,0
Chung Ltd,Gaming,55886.79098611539,6,17,1,Advertising,86566,0.48,0.99,0
Gibbs-Bryan,FoodTech,4939596.144262741,9,30,4,Advertising,92346,0.16,0.49,1
Allen-Kent,AI/ML,48368.93269534769,12,5,2,Advertising,61430,0.91,0.82,1
"Rubio, Byrd and Hensley",FoodTech,942342.9642966108,0,45,3,Freemium,94369,0.33,0.34,0
"Hopkins, Gray and Aguilar",AI/ML,97126.86009327837,9,14,4,Freemium,11301,0.18,0.16,0
Cruz and Sons,HealthTech,5732045.463323032,8,25,1,Advertising,63765,0.25,0.79,1
Lee LLC,Gaming,580770.7949553985,7,43,4,Commission,49578,0.81,0.45,1
"Stone, Graham and Guzman",E-commerce,5146327.078114657,4,15,1,One-time Purchase,30601,0.59,0.18,0
"Austin, Nelson and Nash",EdTech,100387.36977267699,4,9,4,Advertising,115202,0.5,0.84,0
"Yates, Hall and Crane",FinTech,5429196.155453521,15,38,3,Advertising,129723,0.43,0.71,1
Church PLC,FoodTech,216126.17834518125,2,40,1,Subscription,131543,0.19,0.29,0
Hays LLC,FinTech,83897.57934074434,13,29,2,Freemium,111766,0.33,0.96,1
Hines and Sons,RealEstate,45788.34747774457,3,25,5,Freemium,29985,0.69,0.73,0
Murphy-Marsh,AI/ML,82303.1955020492,8,5,4,One-time Purchase,130013,0.69,0.76,1
Murphy-Bass,HealthTech,1107820.9257260838,14,27,2,Commission,144321,0.69,0.33,1
"Campbell, Cox and Duran",FinTech,476806.6996189889,15,46,4,Advertising,138657,0.78,0.63,1
Rivera Inc,E-commerce,83871.35764366947,9,47,2,Subscription,30715,1.0,0.36,1
"Palmer, Collins and Sanchez",AI/ML,1840277.0628482737,3,46,4,Commission,161684,0.17,0.45,0
Alvarado Inc,Travel,2284538.6726159505,3,33,5,Subscription,81651,0.18,0.43,0
Morgan PLC,FinTech,243115.6641030322,0,30,5,Commission,150481,0.16,0.32,0
Townsend-Lopez,E-commerce,584536.2823539405,13,15,2,Subscription,76446,0.21,0.52,0
Lee-Fernandez,HealthTech,212517.74317526954,4,46,3,One-time Purchase,145519,0.74,0.2,0
Dixon Group,E-commerce,259455.81821384322,5,3,3,Advertising,95886,0.79,0.44,0
"Hoffman, Peters and Green",HealthTech,234103.44725409715,6,26,2,Subscription,174306,0.45,0.48,0
Wright and Sons,EdTech,246924.72021251317,5,48,3,Subscription,13640,0.53,0.9,0
"Wagner, Montgomery and Cohen",FinTech,596468.2746237136,6,44,3,Freemium,192898,0.65,0.6,0
Johnson-Anderson,Gaming,116255.1634609235,0,48,1,Freemium,65034,0.88,0.12,0
Carter-Hobbs,EdTech,2340104.122519893,2,45,4,Freemium,37133,0.1,0.26,0
"Acosta, Rodriguez and Grant",RealEstate,219931.61599132113,4,20,1,Subscription,16687,0.61,0.1,0
"Collins, Miller and Phillips",AI/ML,4119077.02917761,6,44,3,Freemium,97265,0.51,0.71,1
"Carpenter, Cain and Stewart",RealEstate,830285.5475168385,8,34,3,One-time Purchase,109623,0.92,0.78,1
Hines and Sons,EdTech,299027.5215240338,15,24,5,Freemium,156383,0.48,0.9,1
Burgess-Frazier,Travel,51538.361961355615,1,39,5,One-time Purchase,53786,0.46,0.12,0
Kim-Wu,AI/ML,5370238.617526103,14,4,4,One-time Purchase,81128,0.44,0.54,1
"Kelly, Barrett and Tucker",Gaming,422196.7504108042,3,44,3,One-time Purchase,143731,0.19,0.72,0
Greer-Hernandez,FoodTech,2014063.7791725262,13,46,2,Subscription,102142,0.91,0.62,1
Cook Ltd,AI/ML,1662313.6317210805,2,37,2,Commission,95619,0.87,0.54,1
"Wood, Rios and Andersen",EdTech,5107462.343956809,10,4,3,Commission,38753,0.85,0.24,1
Horton-Pruitt,FoodTech,110772.47808117217,14,31,4,Commission,32515,0.18,0.75,0
"Acosta, Wallace and Schwartz",FinTech,59501.16131278126,11,50,4,Freemium,78923,0.66,0.39,1
Ramirez LLC,EdTech,407639.02941274166,15,7,1,Advertising,167807,0.12,0.71,0
Black Ltd,Travel,43608.67090625591,2,31,5,Commission,144640,0.6,0.55,0
Ramos-Gibson,HealthTech,4149728.091017222,1,50,4,Freemium,195087,0.2,0.52,0
Beck PLC,FoodTech,949206.4434748044,8,46,4,One-time Purchase,21235,0.98,0.99,1
Woodard LLC,Travel,92103.46165053463,3,24,4,Freemium,102661,0.54,0.3,0
"Moore, Johnson and Vega",Gaming,1199749.398036493,3,26,3,Commission,137062,0.6,0.36,0
Davis-Thomas,HealthTech,445099.52315563743,0,46,4,One-time Purchase,25235,0.74,0.6,0
Kelly and Sons,Travel,1109255.6037941386,8,25,2,One-time Purchase,37533,0.39,0.34,0
"Roberts, Walton and Higgins",FinTech,5644151.524018879,5,23,1,Commission,149444,0.88,0.15,1
Hubbard PLC,Travel,405732.88779618253,12,18,2,Advertising,180084,0.86,0.71,1
Ho Ltd,HealthTech,102366.00705489973,5,39,2,Freemium,113492,0.91,0.97,1
Gill Inc,HealthTech,45858.13525281068,13,41,3,Commission,147834,0.46,0.38,0
Anderson-Le,E-commerce,97798.84916267413,1,30,3,One-time Purchase,51605,0.22,0.89,0
Lawrence-Giles,FoodTech,2043558.111800725,13,24,1,Advertising,28831,0.6,0.71,1
"Carpenter, Cruz and Garcia",HealthTech,5419427.983835543,12,9,3,Subscription,35154,0.94,0.31,1
Palmer-Mclaughlin,E-commerce,524007.240415423,0,37,5,Subscription,147424,0.95,0.84,1
"Browning, Murphy and Harper",AI/ML,912092.2973997629,6,18,2,Subscription,22545,0.4,0.62,0
"Huffman, Vazquez and Carter",Travel,510118.28567596985,5,19,5,Commission,199829,0.35,0.82,0
Frank PLC,EdTech,2034617.402838748,5,29,5,Subscription,20158,0.79,0.14,1
"Gross, Parker and Lambert",EdTech,1035104.8521480357,7,4,5,Commission,55209,0.61,0.34,0
Bell PLC,FoodTech,54060.053038889135,6,35,4,Advertising,191751,0.65,0.12,0
Hull-Davis,Travel,2180301.770638703,5,44,2,Advertising,14925,0.45,0.44,0
Williams-Garcia,FinTech,5447816.495876951,2,40,4,One-time Purchase,18601,0.74,0.97,1
"Hines, Miller and Smith",EdTech,594597.7728520053,12,41,3,Subscription,65154,0.48,0.12,0
Casey Inc,EdTech,233951.0956322514,4,45,2,Advertising,153929,0.83,0.14,0
Johnston Group,EdTech,257032.18450103232,12,33,5,Subscription,129352,0.2,0.18,0
Smith and Sons,HealthTech,54603.64329949452,15,26,2,Commission,161725,0.35,0.46,0
"Martinez, Banks and Garner",HealthTech,109377.73468157492,4,11,5,Advertising,21380,0.34,0.39,0
"Black, Smith and Clements",Gaming,1192919.3636738749,8,38,1,One-time Purchase,62583,0.9,0.42,1
Mathis Group,AI/ML,1990353.1619414263,14,38,5,Advertising,88384,0.4,0.33,1
Chase and Sons,FinTech,290973.55206121475,12,48,5,Freemium,45139,0.27,0.9,1
Wright PLC,AI/ML,987952.7221073791,13,21,3,Freemium,86065,0.1,0.24,0
Schultz and Sons,EdTech,116816.3522873347,6,42,3,Subscription,17963,0.48,0.56,0
Williams-Singh,HealthTech,480894.67393056874,5,29,5,Advertising,168375,0.33,0.58,0
Ward-Ramos,AI/ML,5028294.267702371,3,43,2,Subscription,38699,0.24,0.64,0
"Howard, Phillips and Perez",EdTech,217961.22229388243,13,46,3,Freemium,53982,0.44,0.95,1
Taylor LLC,FoodTech,225893.8114751519,5,48,2,Freemium,177863,0.15,0.62,0
"Church, Adams and Garcia",HealthTech,248326.25870715608,0,14,3,Commission,49831,0.34,0.73,0
"Estrada, Baker and Dean",AI/ML,4120909.9445485985,7,49,1,Advertising,144868,0.23,0.21,0
Rivas-Salinas,AI/ML,57689.68515770969,14,46,2,One-time Purchase,122688,0.98,0.11,1
"Schmidt, Mcintosh and West",Gaming,810237.6539122226,11,38,1,One-time Purchase,146345,0.35,0.57,0
Williams Group,E-commerce,42394.078470034794,7,43,2,Advertising,113713,0.61,0.42,0
Craig-Stone,FinTech,5978513.470255515,2,36,5,Commission,164330,0.38,0.82,1
Pearson-Wong,Travel,4318080.111869488,12,39,2,One-time Purchase,77680,0.9,0.38,1
"Bentley, Moore and Davies",FinTech,1942056.1650544081,9,17,2,Advertising,37326,0.82,0.85,1
Harris-Thompson,FoodTech,41683.90343753763,1,13,5,Advertising,74581,0.52,0.82,0
Johnson-Stephens,RealEstate,112422.33961241457,4,50,5,One-time Purchase,179631,0.2,0.4,0
Johnson-Luna,RealEstate,46074.10579076438,9,42,3,Freemium,142097,0.94,0.88,1
